id,label,poids
4uo0zJuUkMHz4IC.jpg,,0.0
vkLv49K8nZYl6vv.jpg,,0.0
2T9hRhD6MzXfOCv.jpg,,0.0
7QfJdWSu9ljMSmF.jpg,,0.0
SrzYGw47VFrzBWt.jpg,,0.0
t8XrDQI2ct8vTdu.jpg,,0.0
8rxTptyWlAmIqR7.jpg,EMMENTAL,0.47619047619047616
UxSoAZdVWOufuk6.jpg,,0.0
mI7cUrOv818XDeA.jpg,,0.0
wa40UJ8czMIiI3x.jpg,,0.0
KISs5a7Yt6UkiJV.jpg,,0.0
4ZlcAfyeL9keXTP.jpg,,0.0
4EyBSAgqDPH1AkH.jpg,,0.0
JAQR5721cI8qWOC.jpg,,0.0
RU8Z27f9SdQngb3.jpg,FROMAGE FRAIS,0.8888888888888888
mn9718Sc7TUi7MK.jpg,,0.0
D0K397sJnd91EWw.jpg,,0.0
fwR9Xi2TYg4yTBH.jpg,,0.0
8L17chlPVO3LtFT.jpg,,0.0
BRoF2vszQySRoVj.jpg,BRIE DE MELUN,0.4444444444444444
EKuBGExy67L6oWs.jpg,,0.0
IS0M4mLXN4EZwgr.jpg,,0.0
uB1qFzFp0tolwdU.jpg,,0.0
O3nisUN9Yuqrwpa.jpg,,0.0
ihmtZolZ50cOAfb.jpg,,0.0
zag9qUxIr0xG8BL.jpg,PARMESAN,0.4285714285714286
LkZy65tQSLbjHEd.jpg,,0.0
5EciHnPRiueWOkN.jpg,,0.0
t6H33ITsgcb2HMJ.jpg,,0.0
r625YBhFmrYkxoO.jpg,,0.0
3DbjM1juuvTLxdI.jpg,,0.0
4aFGQ1hEkT0TkI0.jpg,STILTON,0.5333333333333333
MDFTZoUE4rXRePj.jpg,,0.0
3ewyxLDuozvK2pv.jpg,,0.0
PeH9PyNLzEbkaHL.jpg,GRUYÈRE,0.875
vaeLNeMqGwACTkZ.jpg,,0.0
mq35vkn20WCRWt6.jpg,,0.0
ij1Tkgdk2V8cReN.jpg,,0.0
KF04HymwqCytOxL.jpg,GRUYÈRE,0.5454545454545454
8sZmOGKHQwd7SAf.jpg,,0.0
MYSdEv6ZJsHj2HC.jpg,,0.0
GuRPS7YGEKAkx0A.jpg,,0.0
VM69Ny5WqbTwkzO.jpg,BRIE DE MELUN,0.5714285714285714
mzNdDs6OwewAWcY.jpg,,0.0
SvX93qClMIIWJ62.jpg,,0.0
EaDrxQEWWJZayal.jpg,,0.0
zQE0RrPE35YaXjX.jpg,,0.0
rrBIhz9vJWGv5vg.jpg,,0.0
pMRkStJn0lgeN9g.jpg,,0.0
hN9sqrM5b1nKFai.jpg,MORBIER,0.6153846153846154
4XXEqaVYO3OQK44.jpg,,0.0
Mmhs1nl9OxhZSM7.jpg,,0.0
ZGKvIUkxVrWfUpE.jpg,CHÈVRE,0.5
VdROC8AErJM4hQB.jpg,,0.0
XyMqaXuR192jMHy.jpg,,0.0
SuaPaENUNaBQAfC.jpg,,0.0
R9ozHUTLdRl7rWQ.jpg,,0.0
OtWsHzFetZRhCkk.jpg,,0.0
tO6IQT57H4agPuN.jpg,CHÈVRE,0.8333333333333334
tDNO96RiE2jUQ7J.jpg,,0.0
e6W0Xjx9xqsHH7c.jpg,,0.0
PAOlZEA075eZspP.jpg,,0.0
uWMhA8elCfKpO8l.jpg,,0.0
EPKw1OQULbLrVxU.jpg,,0.0
h5OWlsFjMdu00Uv.jpg,,0.0
N0UlLuKU21dGxW3.jpg,,0.0
X1JKEBTzaGrBrel.jpg,,0.0
0oaxiPeayTOoE1t.jpg,,0.0
5JoWcdgvpFodgmG.jpg,,0.0
aJkbKL8FilidWW0.jpg,,0.0
tuCjhip4jKebn14.jpg,,0.0
wk681HMpQYaDPIj.jpg,,0.0
V0JYdD71G2i5GSC.jpg,,0.0
vI3yWW67R3PCx1n.jpg,,0.0
sE2OKYGxbpJUTlB.jpg,,0.0
VSRiV62umj2H4Kp.jpg,,0.0
s2CDssjIJNOKZw6.jpg,OSSAU- IRATY,1.0
fiz06Pu1TmLOf93.jpg,,0.0
Du1NUuoyPifMaFX.jpg,COMTÉ,0.5
PBAu23jaA0A5bbT.jpg,,0.0
Q7sGJlVMZQeUND8.jpg,,0.0
Cuf4uDu5zO5uIg7.jpg,POULIGNY SAINT- PIERRE,0.5333333333333333
QCZWWmhEcbkw3f9.jpg,,0.0
79O6HSpdY0ISMUJ.jpg,,0.0
1eQIVpIVDJWemOY.jpg,,0.0
wOLf09dzpX2C1eG.jpg,,0.0
gw2KtDREJZpDQ3s.jpg,,0.0
vHzEups2Ur4olkz.jpg,,0.0
izqG2oX8SJ58YpI.jpg,,0.0
5jgXPxFOTDR76iW.jpg,STILTON,0.9333333333333333
PXJxrfflnmujUtz.jpg,,0.0
xMxIMQ7QroMGJpD.jpg,,0.0
Z0iqjmW9X8jbMmr.jpg,,0.0
Z1m93KUSRXlRxXY.jpg,FETA,0.33333333333333337
GRaQZ9jQkgVq2X2.jpg,,0.0
jlhxXVnJFuH8HZ9.jpg,,0.0
82mbj1Lkp2u9rSM.jpg,,0.0
kXYZn3WgOp57Muj.jpg,,0.0
lxUvztge2JRwmvv.jpg,,0.0
l93hDlIixqS3pyW.jpg,,0.0
NcprPsGiWGKKkJr.jpg,,0.0
ypY7CaTSDxyH3o9.jpg,FOURME D’AMBERT,0.7272727272727273
9Je4UdTUYnhSJUp.jpg,,0.0
2SyizMW88ngeyQh.jpg,,0.0
0kRAo1kiwFnprYo.jpg,TÊTE DE MOINES,0.5
fBg9vGMWSiMsMQO.jpg,STILTON,0.4444444444444444
DG08uPEEGkQUaPi.jpg,,0.0
u1LL5RMxhiHEGUW.jpg,,0.0
8XxV3r9yJsGHkB3.jpg,,0.0
DhbZnNIuhpnqO6g.jpg,OSSAU- IRATY,0.5
MG8r7AGtIFGWW4O.jpg,,0.0
3DAfxqp15tAwpGX.jpg,,0.0
iVu16asmNpmbTZF.jpg,,0.0
kFFqv0QHO7Tu1yA.jpg,,0.0
rV8rNUT1n9hTo5V.jpg,,0.0
nt5w4xh7rI47xUr.jpg,,0.0
vgLfhlzpsa8oQ9C.jpg,,0.0
asxBJl5BeSZzfEa.jpg,,0.0
YvkgcBhW1rqF4cf.jpg,,0.0
yltD4A34kgxhvcs.jpg,,0.0
lCre6FPvpl59sTp.jpg,,0.0
L1VWLVVm0L5YqFx.jpg,,0.0
nI3cwI4eeCEGzhN.jpg,,0.0
vg09NUTRTPMULBn.jpg,COMTÉ,1.0
B8Fb5qezRXlAUBV.jpg,,0.0
qi1GfDZdzAdCa0O.jpg,,0.0
qy2MZZvmsRJXmKn.jpg,,0.0
CflCVNk0Jg7EOKa.jpg,,0.0
4lUm6DYarlPUqde.jpg,,0.0
JWQssV3vPOImAG7.jpg,MONT D’OR,0.5714285714285714
j5gOG5uaWT6cdSl.jpg,,0.0
TrWtSwHwWzy2OjE.jpg,,0.0
3I49qDLMKyaVwF8.jpg,,0.0
