2024-05-24 14:23:03,097 INFO    StreamThr :79171 [internal.py:wandb_internal():86] W&B internal server running at pid: 79171, started at: 2024-05-24 14:23:03.096073
2024-05-24 14:23:03,098 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: status
2024-05-24 14:23:03,101 INFO    WriterThread:79171 [datastore.py:open_for_write():87] open: /Users/loris/X/MODAL/challenge-modal/outputs/train/2024-05-24_14-23-02/wandb/run-20240524_142303-utm9uy3r/run-utm9uy3r.wandb
2024-05-24 14:23:03,101 DEBUG   SenderThread:79171 [sender.py:send():379] send: header
2024-05-24 14:23:03,125 DEBUG   SenderThread:79171 [sender.py:send():379] send: run
2024-05-24 14:23:03,624 INFO    SenderThread:79171 [dir_watcher.py:__init__():211] watching files in: /Users/loris/X/MODAL/challenge-modal/outputs/train/2024-05-24_14-23-02/wandb/run-20240524_142303-utm9uy3r/files
2024-05-24 14:23:03,624 INFO    SenderThread:79171 [sender.py:_start_run_threads():1124] run started: utm9uy3r with start time 1716553383.097072
2024-05-24 14:23:03,638 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: check_version
2024-05-24 14:23:03,638 DEBUG   SenderThread:79171 [sender.py:send_request():406] send_request: check_version
2024-05-24 14:23:03,877 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: run_start
2024-05-24 14:23:03,884 DEBUG   HandlerThread:79171 [system_info.py:__init__():26] System info init
2024-05-24 14:23:03,884 DEBUG   HandlerThread:79171 [system_info.py:__init__():41] System info init done
2024-05-24 14:23:03,884 INFO    HandlerThread:79171 [system_monitor.py:start():194] Starting system monitor
2024-05-24 14:23:03,885 INFO    SystemMonitor:79171 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-24 14:23:03,885 INFO    HandlerThread:79171 [system_monitor.py:probe():214] Collecting system info
2024-05-24 14:23:03,887 DEBUG   HandlerThread:79171 [system_info.py:probe():150] Probing system
2024-05-24 14:23:03,887 INFO    SystemMonitor:79171 [interfaces.py:start():190] Started cpu monitoring
2024-05-24 14:23:03,887 INFO    SystemMonitor:79171 [interfaces.py:start():190] Started disk monitoring
2024-05-24 14:23:03,889 INFO    SystemMonitor:79171 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-24 14:23:03,891 INFO    SystemMonitor:79171 [interfaces.py:start():190] Started memory monitoring
2024-05-24 14:23:03,893 INFO    SystemMonitor:79171 [interfaces.py:start():190] Started network monitoring
2024-05-24 14:23:03,899 DEBUG   HandlerThread:79171 [system_info.py:_probe_git():135] Probing git
2024-05-24 14:23:03,927 DEBUG   HandlerThread:79171 [system_info.py:_probe_git():143] Probing git done
2024-05-24 14:23:03,928 DEBUG   HandlerThread:79171 [system_info.py:probe():198] Probing system done
2024-05-24 14:23:03,928 DEBUG   HandlerThread:79171 [system_monitor.py:probe():223] {'os': 'macOS-14.2.1-arm64-arm-64bit', 'python': '3.12.1', 'heartbeatAt': '2024-05-24T12:23:03.887476', 'startedAt': '2024-05-24T12:23:03.087495', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/loris/X/MODAL/challenge-modal/train.py', 'codePathLocal': None, 'codePath': 'train.py', 'git': {'remote': 'git@github.com:Loris-Manganelli/New-challenge-MODAL.git', 'commit': '505b27d82299f9abcb5cec5bdcec0da83c02ae27'}, 'email': 'lorismanganelli05@gmail.com', 'root': '/Users/loris/X/MODAL/challenge-modal', 'host': 'MacBook-Air-de-Manganelli.local', 'username': 'loris', 'executable': '/Library/Frameworks/Python.framework/Versions/3.12/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3204, 'min': 600, 'max': 3204}, 'cpu_freq_per_core': [{'current': 3204, 'min': 600, 'max': 3204}], 'disk': {'/': {'total': 228.27386474609375, 'used': 13.407711029052734}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-05-24 14:23:03,928 INFO    HandlerThread:79171 [system_monitor.py:probe():224] Finished collecting system info
2024-05-24 14:23:03,928 INFO    HandlerThread:79171 [system_monitor.py:probe():227] Publishing system info
2024-05-24 14:23:03,928 INFO    HandlerThread:79171 [system_monitor.py:probe():229] Finished publishing system info
2024-05-24 14:23:03,930 DEBUG   SenderThread:79171 [sender.py:send():379] send: files
2024-05-24 14:23:03,931 INFO    SenderThread:79171 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-24 14:23:03,984 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: python_packages
2024-05-24 14:23:03,985 DEBUG   SenderThread:79171 [sender.py:send_request():406] send_request: python_packages
2024-05-24 14:23:03,985 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: stop_status
2024-05-24 14:23:03,985 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-24 14:23:03,985 DEBUG   SenderThread:79171 [sender.py:send_request():406] send_request: stop_status
2024-05-24 14:23:04,268 DEBUG   SenderThread:79171 [sender.py:send():379] send: telemetry
2024-05-24 14:23:04,570 INFO    wandb-upload_0:79171 [upload_job.py:push():131] Uploaded file /var/folders/km/80l51k151678k2t3kghmrtp40000gn/T/tmpqxt951zywandb/yd59642m-wandb-metadata.json
2024-05-24 14:23:04,630 INFO    Thread-12 :79171 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/challenge-modal/outputs/train/2024-05-24_14-23-02/wandb/run-20240524_142303-utm9uy3r/files/requirements.txt
2024-05-24 14:23:04,630 INFO    Thread-12 :79171 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/challenge-modal/outputs/train/2024-05-24_14-23-02/wandb/run-20240524_142303-utm9uy3r/files/output.log
2024-05-24 14:23:04,630 INFO    Thread-12 :79171 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/challenge-modal/outputs/train/2024-05-24_14-23-02/wandb/run-20240524_142303-utm9uy3r/files/wandb-metadata.json
2024-05-24 14:23:06,609 DEBUG   SenderThread:79171 [sender.py:send():379] send: telemetry
2024-05-24 14:23:06,639 INFO    Thread-12 :79171 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/loris/X/MODAL/challenge-modal/outputs/train/2024-05-24_14-23-02/wandb/run-20240524_142303-utm9uy3r/files/output.log
2024-05-24 14:23:06,706 DEBUG   SenderThread:79171 [sender.py:send():379] send: telemetry
2024-05-24 14:23:06,967 DEBUG   SenderThread:79171 [sender.py:send():379] send: telemetry
2024-05-24 14:23:06,989 DEBUG   SenderThread:79171 [sender.py:send():379] send: exit
2024-05-24 14:23:06,989 INFO    SenderThread:79171 [sender.py:send_exit():586] handling exit code: 1
2024-05-24 14:23:06,990 INFO    SenderThread:79171 [sender.py:send_exit():588] handling runtime: 3
2024-05-24 14:23:06,990 INFO    SenderThread:79171 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-24 14:23:06,990 INFO    SenderThread:79171 [sender.py:send_exit():594] send defer
2024-05-24 14:23:06,990 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: defer
2024-05-24 14:23:06,990 INFO    HandlerThread:79171 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-24 14:23:06,990 DEBUG   SenderThread:79171 [sender.py:send_request():406] send_request: defer
2024-05-24 14:23:06,990 INFO    SenderThread:79171 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-24 14:23:06,990 INFO    SenderThread:79171 [sender.py:transition_state():614] send defer: 1
2024-05-24 14:23:06,990 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: defer
2024-05-24 14:23:06,990 INFO    HandlerThread:79171 [handler.py:handle_request_defer():172] handle defer: 1
2024-05-24 14:23:06,990 DEBUG   SenderThread:79171 [sender.py:send_request():406] send_request: defer
2024-05-24 14:23:06,990 INFO    SenderThread:79171 [sender.py:send_request_defer():610] handle sender defer: 1
2024-05-24 14:23:06,990 INFO    SenderThread:79171 [sender.py:transition_state():614] send defer: 2
2024-05-24 14:23:06,990 DEBUG   HandlerThread:79171 [handler.py:handle_request():146] handle_request: defer
2024-05-24 14:23:06,990 INFO    HandlerThread:79171 [handler.py:handle_request_defer():172] handle defer: 2
2024-05-24 14:23:06,991 INFO    HandlerThread:79171 [system_monitor.py:finish():203] Stopping system monitor
2024-05-24 14:23:06,991 DEBUG   SystemMonitor:79171 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-24 14:23:06,991 DEBUG   SystemMonitor:79171 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-24 14:23:06,991 INFO    HandlerThread:79171 [interfaces.py:finish():202] Joined cpu monitor
2024-05-24 14:23:06,991 DEBUG   SystemMonitor:79171 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-24 14:23:06,991 INFO    HandlerThread:79171 [interfaces.py:finish():202] Joined disk monitor
2024-05-24 14:23:06,991 INFO    HandlerThread:79171 [interfaces.py:finish():202] Joined gpuapple monitor
2024-05-24 14:23:06,991 INFO    HandlerThread:79171 [interfaces.py:finish():202] Joined memory monitor
2024-05-24 14:23:06,991 INFO    HandlerThread:79171 [interfaces.py:finish():202] Joined network monitor
2024-05-24 14:23:06,992 DEBUG   SenderThread:79171 [sender.py:send_request():406] send_request: defer
2024-05-24 14:23:06,992 INFO    SenderThread:79171 [sender.py:send_request_defer():610] handle sender defer: 2
